open,close,high,low,value,quantity,end
0.20824,0.20838,0.20894,0.208,62830290.99999999,301600000,2020-01-09 11:59:59
0.20838,0.20914,0.2095,0.2082,64664640.0,309380000,2020-01-09 12:59:59
0.20914,0.20876,0.2092,0.2086,46535936.60000002,222600000,2020-01-09 13:59:59
0.20884,0.20896,0.20916,0.20866,59556146.59999999,285010000,2020-01-09 14:59:59
0.20892,0.21064,0.211,0.2088,124990870.4,595850000,2020-01-09 15:59:59
0.21072,0.21124,0.21198,0.2107,93415926.40000002,442160000,2020-01-09 16:59:59
0.2112,0.21164,0.21186,0.21,145311390.59999996,688440000,2020-01-09 17:59:59
0.21164,0.2123,0.2123,0.21134,191642393.19999993,903980000,2020-01-09 18:50:01
0.20492,0.20492,0.20492,0.20492,5678333.200000002,27710000,2020-01-10 09:59:59
0.2049,0.2064,0.2071,0.20462,301472695.79999983,1462850000,2020-01-10 10:59:59
0.20632,0.20666,0.20666,0.2062,37720427.19999998,182700000,2020-01-10 11:59:59
0.20662,0.20704,0.20706,0.20648,46496481.199999996,224900000,2020-01-10 12:59:59
0.20706,0.2068,0.20732,0.2065,56862595.8,274580000,2020-01-10 13:59:59
0.2068,0.2057,0.2068,0.205,77930645.59999998,378380000,2020-01-10 14:59:59
0.2057,0.20602,0.20624,0.2055,22982284.399999995,111590000,2020-01-10 15:59:59
0.20602,0.2061,0.20622,0.20558,23668874.999999996,114890000,2020-01-10 16:59:59
0.2061,0.20644,0.20644,0.2059,32045052.60000001,155350000,2020-01-10 17:59:59
0.20644,0.20602,0.20698,0.20602,40887063.0,197960000,2020-01-10 18:59:59
0.20676,0.20676,0.20676,0.20676,1612728.0,7800000,2020-01-13 09:59:59
0.20678,0.2059,0.20742,0.205,115442128.99999999,559810000,2020-01-13 10:59:59
0.20586,0.20648,0.2067,0.20552,12718290.200000003,61700000,2020-01-13 11:59:59
0.20648,0.2068,0.20708,0.20634,24783549.000000004,119860000,2020-01-13 12:59:59
0.20666,0.2066,0.207,0.2066,17493891.400000006,84650000,2020-01-13 13:59:59
0.2066,0.20624,0.20662,0.2059,19711418.8,95620000,2020-01-13 14:59:59
0.20618,0.20612,0.20642,0.2054,20502878.4,99530000,2020-01-13 15:59:59
0.20612,0.20664,0.20672,0.20592,14246978.999999998,69060000,2020-01-13 16:59:59
0.2066,0.20592,0.20674,0.20532,42003939.8,204000000,2020-01-13 17:59:59
0.20592,0.206,0.206,0.20508,41425806.4,201480000,2020-01-13 18:59:59
0.206,0.206,0.206,0.206,78280.0,380000,2020-01-14 09:59:59
0.2062,0.20706,0.20798,0.20542,72200472.39999998,348880000,2020-01-14 10:59:59
0.20714,0.20706,0.20776,0.20622,47430066.19999999,228970000,2020-01-14 11:59:59
0.2071,0.20786,0.2079,0.20702,29021210.60000001,139780000,2020-01-14 12:59:59
0.20784,0.20836,0.2087,0.20748,75359036.6,361740000,2020-01-14 13:59:59
0.20836,0.2079,0.20842,0.20666,47368345.600000024,228360000,2020-01-14 14:59:59
0.2079,0.20698,0.2082,0.20672,57043854.199999996,274950000,2020-01-14 15:59:59
0.2069,0.20686,0.20722,0.20666,27165800.39999999,131220000,2020-01-14 16:59:59
0.20684,0.20706,0.20774,0.2065,18027086.2,87100000,2020-01-14 17:59:59
0.20706,0.20676,0.20742,0.20674,16387668.2,79140000,2020-01-14 18:59:59
0.2069,0.2069,0.2069,0.2069,331040.0,1600000,2020-01-15 09:59:59
0.2068,0.204,0.2069,0.20194,134059992.00000006,656930000,2020-01-15 10:59:59
0.204,0.20486,0.20522,0.20356,27464447.8,134390000,2020-01-15 11:59:59
0.20484,0.20484,0.20504,0.20402,17250124.2,84290000,2020-01-15 12:59:59
0.20482,0.205,0.2051,0.20456,10448399.000000004,50990000,2020-01-15 13:59:59
0.205,0.2042,0.205,0.20416,10221766.199999997,49980000,2020-01-15 14:59:59
0.2042,0.20484,0.205,0.20416,8517906.4,41610000,2020-01-15 15:59:59
0.2048,0.20354,0.205,0.20282,47958778.99999999,235510000,2020-01-15 16:59:59
0.20354,0.2049,0.20498,0.20306,63800691.59999999,312520000,2020-01-15 17:59:59
0.2049,0.20396,0.205,0.2039,32521894.59999999,159080000,2020-01-15 18:59:59
0.204,0.204,0.204,0.204,61200.0,300000,2020-01-16 09:59:59
0.204,0.2054,0.20548,0.20398,44407620.59999999,216670000,2020-01-16 10:59:59
0.2054,0.20498,0.20548,0.2045,31513313.6,153740000,2020-01-16 11:59:59
0.20498,0.205,0.2054,0.2048,19012175.6,92690000,2020-01-16 12:59:59
0.205,0.20566,0.2059,0.20484,19327380.4,94160000,2020-01-16 13:59:59
0.20584,0.2063,0.20668,0.2058,22089420.200000003,107110000,2020-01-16 14:59:59
0.2063,0.2061,0.2066,0.20544,47215662.8,228970000,2020-01-16 15:59:59
0.20608,0.20552,0.2064,0.2053,36304976.6,176240000,2020-01-16 16:59:59
0.2055,0.2057,0.20586,0.20504,19753857.4,96160000,2020-01-16 17:59:59
0.20572,0.20676,0.20686,0.20546,56508047.6,273850000,2020-01-16 18:59:59
0.2066,0.2066,0.2066,0.2066,22726.0,110000,2020-01-17 09:59:59
0.20658,0.2106,0.211,0.20658,116257033.99999999,555710000,2020-01-17 10:59:59
0.21062,0.2093,0.21062,0.209,43855712.99999999,208960000,2020-01-17 11:59:59
0.2092,0.21024,0.2104,0.20886,48967976.39999998,233410000,2020-01-17 12:59:59
0.21022,0.2109,0.2115,0.21022,76961067.4,364950000,2020-01-17 13:59:59
0.2109,0.21132,0.2115,0.2108,51037802.999999985,241590000,2020-01-17 14:59:59
0.21134,0.2112,0.21144,0.21016,41147927.79999999,195070000,2020-01-17 15:59:59
0.21122,0.21406,0.21436,0.21116,205118410.4,962690000,2020-01-17 16:59:59
0.21406,0.21716,0.2173,0.21406,199217009.60000008,922230000,2020-01-17 17:59:59
0.21716,0.22,0.22,0.21688,198242560.8,906490000,2020-01-17 18:59:59
0.22032,0.22032,0.22032,0.22032,3950337.6,17930000,2020-01-20 09:59:59
0.22034,0.21864,0.22098,0.2186,184953639.59999996,841580000,2020-01-20 10:59:59
0.21864,0.21752,0.21948,0.217,100551833.19999997,461390000,2020-01-20 11:59:59
0.2174,0.21862,0.21882,0.217,64570260.80000001,296960000,2020-01-20 12:59:59
0.21862,0.21906,0.21946,0.2175,45408085.79999999,207910000,2020-01-20 13:59:59
0.21918,0.2193,0.22046,0.21796,59787723.39999999,272610000,2020-01-20 14:59:59
0.21936,0.2193,0.2194,0.21862,17898544.39999999,81720000,2020-01-20 15:59:59
0.2192,0.21782,0.2192,0.21712,39302730.00000001,180340000,2020-01-20 16:59:59
0.2179,0.2185,0.21884,0.2174,25567446.799999997,117210000,2020-01-20 17:59:59
0.2183,0.21802,0.21844,0.21748,42767929.79999999,196180000,2020-01-20 18:59:59
0.21778,0.21778,0.21778,0.21778,657695.6000000001,3020000,2020-01-21 09:59:59
0.21776,0.2147,0.21778,0.2125,145247326.39999995,677180000,2020-01-21 10:59:59
0.21466,0.21378,0.215,0.21318,92801179.19999996,432880000,2020-01-21 11:59:59
0.21378,0.2141,0.21452,0.21332,33439770.2,156430000,2020-01-21 12:59:59
0.21412,0.21348,0.2145,0.2133,17794567.000000004,83230000,2020-01-21 13:59:59
0.21338,0.2141,0.21416,0.2133,9033084.999999998,42280000,2020-01-21 14:59:59
0.2141,0.21436,0.21528,0.214,19664414.000000004,91580000,2020-01-21 15:59:59
0.21452,0.21452,0.21492,0.21424,10589196.4,49330000,2020-01-21 16:59:59
0.21454,0.21496,0.215,0.21454,47910527.199999996,222960000,2020-01-21 17:59:59
0.21496,0.2134,0.215,0.2131,33100142.4,154610000,2020-01-21 18:59:59
0.2134,0.2134,0.2134,0.2134,1073402.0,5030000,2020-01-22 09:59:59
0.2134,0.21444,0.21668,0.2134,58760210.6,272840000,2020-01-22 10:59:59
0.2145,0.21632,0.21648,0.2141,47449456.2,220270000,2020-01-22 11:59:59
0.21638,0.21686,0.21944,0.21636,96241122.0,441740000,2020-01-22 12:59:59
0.2167,0.21656,0.21786,0.2162,28842480.2,133000000,2020-01-22 13:59:59
0.2166,0.2122,0.2173,0.2111,67133014.2,313460000,2020-01-22 14:59:59
0.2122,0.2118,0.21316,0.21112,72132098.0,340200000,2020-01-22 15:59:59
0.2118,0.21188,0.2125,0.21146,18676343.19999999,88100000,2020-01-22 16:59:59
0.21188,0.21518,0.21606,0.21114,77318784.80000001,362190000,2020-01-22 17:59:59
0.215,0.214,0.216,0.214,39780870.800000004,185230000,2020-01-22 18:59:59
0.21352,0.21352,0.21352,0.21352,275440.8,1290000,2020-01-23 09:59:59
0.2135,0.21108,0.21378,0.20932,105249499.60000001,498500000,2020-01-23 10:59:59
0.21108,0.21102,0.21226,0.2104,36879968.800000004,174760000,2020-01-23 11:59:59
0.21098,0.21144,0.21198,0.2105,42186746.20000001,199640000,2020-01-23 12:59:59
0.2114,0.21146,0.21168,0.2104,19713683.599999998,93370000,2020-01-23 13:59:59
0.2113,0.21264,0.21268,0.2113,18805792.2,88760000,2020-01-23 14:59:59
0.21264,0.21088,0.21268,0.21058,59410236.19999998,281160000,2020-01-23 15:59:59
0.211,0.20976,0.21114,0.2096,57424759.8,273200000,2020-01-23 16:59:59
0.20966,0.20864,0.20978,0.20808,74842559.59999995,358130000,2020-01-23 17:59:59
0.20864,0.2087,0.20986,0.208,60621407.39999998,290460000,2020-01-23 18:59:59
0.2099,0.2099,0.2099,0.2099,573027.0,2730000,2020-01-24 09:59:59
0.2099,0.21204,0.21288,0.20948,103443355.20000005,488220000,2020-01-24 10:59:59
0.21206,0.21242,0.2127,0.212,38254469.599999994,180120000,2020-01-24 11:59:59
0.2124,0.2125,0.2127,0.21212,35498460.4,167120000,2020-01-24 12:59:59
0.21246,0.2151,0.217,0.2124,129401986.19999997,601850000,2020-01-24 13:59:59
0.21528,0.21676,0.2168,0.2145,41473464.99999999,192340000,2020-01-24 14:59:59
0.21668,0.21666,0.2177,0.21628,74089802.2,341650000,2020-01-24 15:59:59
0.2166,0.2171,0.2177,0.2166,55527357.400000006,255490000,2020-01-24 16:59:59
0.21714,0.21736,0.21756,0.21602,85932303.80000003,396060000,2020-01-24 17:59:59
0.21728,0.2182,0.2182,0.2165,73006094.39999999,335840000,2020-01-24 18:59:59
0.2165,0.2165,0.2165,0.2165,1281680.0,5920000,2020-01-27 09:59:59
0.2164,0.21242,0.2164,0.20982,158749080.59999993,743490000,2020-01-27 10:59:59
0.21248,0.2137,0.21414,0.2124,56682836.39999997,265630000,2020-01-27 11:59:59
0.2137,0.21152,0.2137,0.2111,42657253.00000001,200890000,2020-01-27 12:59:59
0.21166,0.21026,0.21216,0.20778,106614869.60000004,508240000,2020-01-27 13:59:59
0.21038,0.21116,0.2112,0.20936,32693480.59999999,155380000,2020-01-27 14:59:59
0.21116,0.21102,0.21162,0.2107,19736464.19999999,93480000,2020-01-27 15:59:59
0.21102,0.21126,0.21128,0.21,18700750.600000005,88770000,2020-01-27 16:59:59
0.21116,0.21216,0.21338,0.21102,57707923.39999999,271830000,2020-01-27 17:59:59
0.21226,0.21176,0.2125,0.211,30133587.6,142390000,2020-01-27 18:59:59
0.21304,0.21304,0.21304,0.21304,1823622.4,8560000,2020-01-28 09:59:59
0.21336,0.2151,0.21774,0.21336,146861908.40000007,681180000,2020-01-28 10:59:59
0.21506,0.21174,0.2156,0.21116,71750538.80000003,336560000,2020-01-28 11:59:59
0.21176,0.21338,0.21346,0.211,31892261.2,150240000,2020-01-28 12:59:59
0.2132,0.2131,0.2138,0.21244,42610749.20000001,199760000,2020-01-28 13:59:59
0.21308,0.2145,0.2145,0.21308,43884738.8,205630000,2020-01-28 14:59:59
0.21458,0.21552,0.21576,0.21414,46039116.80000001,214040000,2020-01-28 15:59:59
0.21558,0.21482,0.21612,0.21478,42291234.2,196230000,2020-01-28 16:59:59
0.21488,0.21526,0.21552,0.21428,16042233.600000001,74670000,2020-01-28 17:59:59
0.21526,0.21694,0.21694,0.21526,36030621.8,166640000,2020-01-28 18:50:35
0.21738,0.21738,0.21738,0.21738,680399.4,3130000,2020-01-29 09:59:59
0.21748,0.21706,0.21934,0.21454,105509227.39999999,485350000,2020-01-29 10:59:59
0.21704,0.21828,0.21854,0.21632,36839912.2,169290000,2020-01-29 11:59:59
0.21828,0.22198,0.225,0.21814,301829676.79999983,1361770000,2020-01-29 12:59:59
0.22194,0.2219,0.22326,0.221,88469291.00000001,398270000,2020-01-29 13:59:59
0.22188,0.22168,0.2223,0.22106,42618292.2,192210000,2020-01-29 14:59:59
0.22168,0.22132,0.22274,0.22114,39770864.00000001,179260000,2020-01-29 15:59:59
0.22132,0.22272,0.22348,0.22132,68838940.6,309520000,2020-01-29 16:59:59
0.22258,0.22472,0.22728,0.22256,216888418.40000007,963260000,2020-01-29 17:59:59
0.22472,0.22448,0.22496,0.22308,71936128.00000003,321060000,2020-01-29 18:49:22
0.2227,0.2227,0.2227,0.2227,367455.0,1650000,2020-01-30 09:59:59
0.22272,0.22696,0.2275,0.22018,284921792.4000001,1265110000,2020-01-30 10:59:59
0.2269,0.2279,0.2279,0.2245,168087466.20000005,742140000,2020-01-30 11:59:59
0.2279,0.22878,0.23038,0.2266,269399898.8000001,1177420000,2020-01-30 12:59:59
0.22898,0.23264,0.233,0.2285,429647269.0000001,1855790000,2020-01-30 13:59:59
0.23264,0.22886,0.233,0.2285,277235124.20000017,1202700000,2020-01-30 14:59:59
0.22886,0.22796,0.2295,0.22708,88777528.19999999,387980000,2020-01-30 15:59:59
0.22794,0.22594,0.22816,0.22516,108396772.20000003,477900000,2020-01-30 16:59:59
0.22586,0.2256,0.227,0.2256,117930921.4,521190000,2020-01-30 17:59:59
0.2256,0.22498,0.226,0.22446,67137066.4,297750000,2020-01-30 18:59:59
0.2258,0.2258,0.2258,0.2258,4114076.0,18220000,2020-01-31 09:59:59
0.22576,0.22556,0.22876,0.22512,231531514.00000003,1018930000,2020-01-31 10:59:59
0.22542,0.2273,0.2297,0.22504,150907668.0,663630000,2020-01-31 11:59:59
0.2273,0.2254,0.22886,0.22504,157443918.19999987,693460000,2020-01-31 12:59:59
0.22546,0.2233,0.22562,0.2213,133472646.80000004,597390000,2020-01-31 13:59:59
0.22316,0.2216,0.22392,0.2212,67665937.4,304330000,2020-01-31 14:59:59
0.22156,0.22088,0.22246,0.2202,129045322.80000004,583390000,2020-01-31 15:59:59
0.22086,0.22144,0.22148,0.21862,87601174.79999998,399080000,2020-01-31 16:59:59
0.2215,0.22044,0.222,0.22032,61133658.999999985,276460000,2020-01-31 17:59:59
0.22044,0.21914,0.22086,0.21808,133559935.39999999,609280000,2020-01-31 18:59:59
0.2175,0.2175,0.2175,0.2175,1492050.0,6860000,2020-02-03 09:59:59
0.2175,0.21918,0.22174,0.2151,110719676.20000002,507580000,2020-02-03 10:59:59
0.21918,0.22008,0.22046,0.21764,47827233.000000015,218560000,2020-02-03 11:59:59
0.22008,0.22134,0.22404,0.21942,105363951.60000002,474280000,2020-02-03 12:59:59
0.22118,0.22178,0.22178,0.22024,32368278.19999998,146500000,2020-02-03 13:59:59
0.22176,0.22152,0.222,0.22084,25405266.600000013,114590000,2020-02-03 14:59:59
0.22164,0.22106,0.222,0.21928,48631058.000000015,219980000,2020-02-03 15:59:59
0.2212,0.22136,0.22174,0.22032,26935569.8,121830000,2020-02-03 16:59:59
0.22136,0.22234,0.2225,0.22076,60606095.599999994,272860000,2020-02-03 17:59:59
0.22234,0.222,0.2233,0.2209,74285303.6,334510000,2020-02-03 18:51:04
0.223,0.223,0.223,0.223,120420.0,540000,2020-02-04 09:59:59
0.223,0.22476,0.22658,0.22242,113591134.6,505360000,2020-02-04 10:59:59
0.22476,0.2255,0.22582,0.2236,66878576.800000004,297730000,2020-02-04 11:59:59
0.2255,0.22522,0.226,0.22448,59532963.199999996,264000000,2020-02-04 12:59:59
0.22526,0.22594,0.22594,0.22478,19970789.799999997,88660000,2020-02-04 13:59:59
0.22594,0.22562,0.226,0.225,24112522.199999996,106920000,2020-02-04 14:59:59
0.22562,0.22486,0.22564,0.224,44046075.400000006,195970000,2020-02-04 15:59:59
0.22466,0.22408,0.2249,0.2236,28834176.59999999,128560000,2020-02-04 16:59:59
0.22408,0.224,0.2241,0.2227,35301859.2,157950000,2020-02-04 17:59:59
0.22388,0.22348,0.22394,0.222,51199966.400000006,229650000,2020-02-04 18:59:59
0.225,0.225,0.225,0.225,225000.0,1000000,2020-02-05 09:59:59
0.22498,0.2256,0.22576,0.2223,57871895.4,257730000,2020-02-05 10:59:59
0.22558,0.2261,0.22658,0.22454,91643934.19999999,406190000,2020-02-05 11:59:59
0.22612,0.22834,0.22834,0.2258,125211177.4,550830000,2020-02-05 12:59:59
0.22834,0.2302,0.2302,0.22798,236251792.80000004,1031260000,2020-02-05 13:59:59
0.2302,0.2284,0.2308,0.22806,171982372.39999995,748210000,2020-02-05 14:59:59
0.22842,0.2295,0.2295,0.22818,56373446.60000001,246250000,2020-02-05 15:59:59
0.2295,0.23106,0.2313,0.2293,163024011.19999996,707680000,2020-02-05 16:59:59
0.2311,0.23,0.2311,0.22916,151729512.79999995,659580000,2020-02-05 17:59:59
0.22998,0.229,0.23,0.22714,117388429.4,512400000,2020-02-05 18:49:48
0.2304,0.2304,0.2304,0.2304,262656.0,1140000,2020-02-06 09:59:59
0.2305,0.22784,0.231,0.2278,78720904.79999997,342470000,2020-02-06 10:59:59
0.22784,0.22768,0.22988,0.227,73518000.79999998,322150000,2020-02-06 11:59:59
0.22768,0.22762,0.2285,0.22606,143116213.60000002,629390000,2020-02-06 12:59:59
0.22762,0.22698,0.2282,0.22596,86734863.2,382260000,2020-02-06 13:59:59
0.22694,0.22462,0.22758,0.22352,151745617.19999996,673850000,2020-02-06 14:59:59
0.22462,0.22458,0.225,0.22358,42169047.599999994,188050000,2020-02-06 15:59:59
0.22448,0.22236,0.22452,0.2218,85553028.20000002,383950000,2020-02-06 16:59:59
0.22236,0.2227,0.2237,0.22186,57270451.0,257400000,2020-02-06 17:59:59
0.22268,0.2248,0.2248,0.22252,74474011.8,332610000,2020-02-06 18:59:59
0.2248,0.2248,0.2248,0.2248,813776.0,3620000,2020-02-07 09:59:59
0.22478,0.22692,0.22762,0.22304,150200414.20000002,663410000,2020-02-07 10:59:59
0.22678,0.22524,0.2274,0.22504,61849196.0,272860000,2020-02-07 11:59:59
0.22534,0.22332,0.22556,0.2221,90746457.59999998,406090000,2020-02-07 12:59:59
0.2234,0.22364,0.22462,0.22324,45815786.4,204940000,2020-02-07 13:59:59
0.22364,0.22566,0.22598,0.22364,35371982.800000004,157290000,2020-02-07 14:59:59
0.2258,0.22588,0.226,0.22496,28261838.400000002,125190000,2020-02-07 15:59:59
0.22588,0.2269,0.22696,0.22556,46329077.59999999,204550000,2020-02-07 16:59:59
0.2269,0.22454,0.227,0.22432,57898044.79999998,256310000,2020-02-07 17:59:59
0.22448,0.22312,0.22496,0.22312,95253973.19999999,425640000,2020-02-07 18:49:59
0.2235,0.2235,0.2235,0.2235,203385.0,910000,2020-02-10 09:59:59
0.22366,0.22642,0.22642,0.22294,70076157.60000001,311560000,2020-02-10 10:59:59
0.22642,0.22526,0.2274,0.22312,110419043.99999999,488210000,2020-02-10 11:59:59
0.22538,0.2245,0.2257,0.2232,33822887.99999999,150710000,2020-02-10 12:59:59
0.22448,0.22572,0.22574,0.22326,23228704.999999996,103390000,2020-02-10 13:59:59
0.2256,0.22556,0.22616,0.2251,12349285.399999999,54710000,2020-02-10 14:59:59
0.22568,0.2259,0.2268,0.22544,23016367.999999996,101770000,2020-02-10 15:59:59
0.22576,0.22414,0.22582,0.224,24869278.8,110650000,2020-02-10 16:59:59
0.22414,0.22538,0.22538,0.2235,30066441.39999999,133950000,2020-02-10 17:59:59
0.22536,0.2255,0.2262,0.22472,64926212.800000004,287620000,2020-02-10 18:59:59
0.2245,0.2245,0.2245,0.2245,3497710.0,15580000,2020-02-11 09:59:59
0.2246,0.2219,0.22632,0.221,185035246.59999987,828640000,2020-02-11 10:59:59
0.2219,0.22118,0.22218,0.2201,153337952.0,694310000,2020-02-11 11:59:59
0.22118,0.2216,0.2217,0.2206,63708731.20000001,288150000,2020-02-11 12:59:59
0.2217,0.22224,0.22254,0.22102,47557091.6,214390000,2020-02-11 13:59:59
0.22244,0.2221,0.22306,0.22162,33722225.60000001,151590000,2020-02-11 14:59:59
0.22218,0.22234,0.22238,0.22112,26907735.799999997,121240000,2020-02-11 15:59:59
0.22234,0.22242,0.2229,0.2217,39880375.8,179430000,2020-02-11 16:59:59
0.2223,0.22238,0.22264,0.2218,59656972.4,268490000,2020-02-11 17:59:59
0.22238,0.22278,0.2228,0.22212,80471555.8,361740000,2020-02-11 18:59:59
0.2228,0.2228,0.2228,0.2228,55700.0,250000,2020-02-12 09:59:59
0.2228,0.22352,0.22546,0.22192,110205441.79999998,492080000,2020-02-12 10:59:59
0.22368,0.22318,0.22402,0.22244,57196749.19999999,256240000,2020-02-12 11:59:59
0.2232,0.22314,0.2234,0.22212,40831540.800000004,183310000,2020-02-12 12:59:59
0.22312,0.22358,0.22372,0.22294,25476882.800000004,114040000,2020-02-12 13:59:59
0.22366,0.2235,0.2241,0.2233,24557484.400000002,109750000,2020-02-12 14:59:59
0.2235,0.22678,0.2268,0.22346,166748015.59999996,739940000,2020-02-12 15:59:59
0.22678,0.22602,0.2278,0.22574,146940629.99999997,647760000,2020-02-12 16:59:59
0.22618,0.22588,0.22666,0.2255,57933726.80000001,256270000,2020-02-12 17:59:59
0.22588,0.22562,0.22708,0.2255,78332998.0,346240000,2020-02-12 18:49:49
0.226,0.226,0.226,0.226,115260.0,510000,2020-02-13 09:59:59
0.226,0.22414,0.22674,0.22378,47852303.99999999,212680000,2020-02-13 10:59:59
0.2243,0.22682,0.22682,0.224,44539158.2,197390000,2020-02-13 11:59:59
0.2268,0.22684,0.2274,0.22614,49755054.400000006,219370000,2020-02-13 12:59:59
0.22698,0.22698,0.2275,0.2265,40733481.40000001,179340000,2020-02-13 13:59:59
0.22702,0.22724,0.2275,0.22676,56099024.4,246820000,2020-02-13 14:59:59
0.22728,0.23028,0.2309,0.22722,219810571.40000004,957790000,2020-02-13 15:59:59
0.2303,0.2299,0.2307,0.2289,101053085.00000001,439670000,2020-02-13 16:59:59
0.22994,0.2294,0.2302,0.2291,46495432.99999998,202320000,2020-02-13 17:59:59
0.22922,0.22964,0.22998,0.2289,40196513.99999999,175100000,2020-02-13 18:59:59
0.23094,0.23094,0.23094,0.23094,152420.39999999985,660000,2020-02-14 09:59:59
0.2309,0.23144,0.23362,0.23024,157833114.60000002,680140000,2020-02-14 10:59:59
0.23146,0.2296,0.2324,0.22772,148450468.79999998,647260000,2020-02-14 11:59:59
0.2297,0.23044,0.2307,0.22888,43805366.6,190580000,2020-02-14 12:59:59
0.23042,0.23034,0.23108,0.22984,38303129.199999996,166140000,2020-02-14 13:59:59
0.23024,0.23108,0.2311,0.23,45341070.2,196650000,2020-02-14 14:59:59
0.231,0.23162,0.2317,0.23084,41139341.19999999,177710000,2020-02-14 15:59:59
0.23164,0.23136,0.2317,0.23062,36050024.400000006,155750000,2020-02-14 16:59:59
0.23142,0.232,0.2322,0.23138,58636408.59999998,252840000,2020-02-14 17:59:59
0.232,0.231,0.23214,0.231,42744209.400000006,184570000,2020-02-14 18:50:07
0.2323,0.2323,0.2323,0.2323,141703.0,610000,2020-02-17 09:59:59
0.23226,0.23082,0.23348,0.2305,91250048.0,393440000,2020-02-17 10:59:59
0.23082,0.23098,0.23236,0.23074,48761375.19999999,210680000,2020-02-17 11:59:59
0.23096,0.23454,0.23486,0.23082,198498113.80000004,850200000,2020-02-17 12:59:59
0.23454,0.23382,0.23458,0.23262,52882869.8,226500000,2020-02-17 13:59:59
0.23388,0.23454,0.235,0.23368,67719981.0,288840000,2020-02-17 14:59:59
0.2346,0.23374,0.235,0.233,88011909.20000002,375520000,2020-02-17 15:59:59
0.23364,0.23376,0.23414,0.23312,24770641.799999993,106040000,2020-02-17 16:59:59
0.23376,0.23392,0.23392,0.23318,19701426.399999995,84330000,2020-02-17 17:59:59
0.23388,0.2331,0.234,0.2331,40583226.599999994,173680000,2020-02-17 18:48:41
0.23302,0.23302,0.23302,0.23302,295935.39999999997,1270000,2020-02-18 09:59:59
0.233,0.22992,0.2337,0.2293,97289950.00000003,421750000,2020-02-18 10:59:59
0.22992,0.23032,0.23084,0.2295,44389563.800000004,192970000,2020-02-18 11:59:59
0.23032,0.22984,0.23052,0.2295,75175941.20000003,326800000,2020-02-18 12:59:59
0.22984,0.22888,0.22998,0.22852,49422415.59999999,215710000,2020-02-18 13:59:59
0.22888,0.22718,0.22898,0.2271,41327036.2,181320000,2020-02-18 14:59:59
0.22712,0.22662,0.22778,0.226,76530640.40000002,337380000,2020-02-18 15:59:59
0.2266,0.22802,0.22834,0.22656,51707493.99999999,227220000,2020-02-18 16:59:59
