Open,High,Low,Close,Adj Close,Volume
16820.296875,16840.005859375,16819.69140625,16833.626953125,16833.626953125,0
16831.44140625,16849.25,16812.228515625,16829.9375,16829.9375,0
16829.34375,16852.587890625,16789.75,16852.587890625,16852.587890625,18069504
16853.30078125,16879.1484375,16844.380859375,16867.66796875,16867.66796875,22614016
16867.283203125,16919.3203125,16855.1015625,16900.767578125,16900.767578125,309210112
16900.49609375,16964.5859375,16887.7734375,16957.0078125,16957.0078125,442209280
16955.822265625,16960.177734375,16821.509765625,16842.033203125,16842.033203125,993354752
16840.978515625,16847.107421875,16802.75390625,16804.451171875,16804.451171875,293746688
16806.744140625,16832.958984375,16806.744140625,16827.412109375,16827.412109375,14905344
16827.240234375,16844.5546875,16825.169921875,16839.689453125,16839.689453125,35092480
16839.388671875,16871.705078125,16839.388671875,16863.375,16863.375,31746048
16863.47265625,16884.021484375,16844.01953125,16844.01953125,16844.01953125,116402176
16842.888671875,16859.677734375,16826.138671875,16842.505859375,16842.505859375,0
16841.814453125,16851.263671875,16834.65234375,16847.25,16847.25,0
16846.64453125,16846.85546875,16828.75390625,16831.853515625,16831.853515625,0
16832.064453125,16846.447265625,16832.064453125,16845.78515625,16845.78515625,0
16845.03125,16853.505859375,16843.568359375,16848.5390625,16848.5390625,0
16847.759765625,16850.42578125,16820.638671875,16829.66015625,16829.66015625,0
16829.181640625,16829.181640625,16804.193359375,16826.11328125,16826.11328125,0
16828.015625,16832.94140625,16802.626953125,16814.275390625,16814.275390625,0
16814.126953125,16816.83203125,16798.62109375,16804.048828125,16804.048828125,0
16804.876953125,16838.109375,16804.876953125,16836.763671875,16836.763671875,2566144
16836.447265625,16842.2734375,16822.26953125,16840.32421875,16840.32421875,0
16840.533203125,16842.03515625,16822.892578125,16831.11328125,16831.11328125,0
16831.501953125,16831.501953125,16799.576171875,16801.86328125,16801.86328125,276144128
16801.365234375,16835.70703125,16790.283203125,16835.70703125,16835.70703125,225904640
16836.318359375,16878.7578125,16828.84375,16854.46484375,16854.46484375,0
16854.421875,16873.857421875,16838.03125,16840.181640625,16840.181640625,0
16841.6953125,16848.5859375,16825.419921875,16825.72265625,16825.72265625,0
16826.177734375,16844.134765625,16815.958984375,16842.41015625,16842.41015625,0
16843.505859375,16865.48828125,16839.85546875,16864.12890625,16864.12890625,0
16863.203125,16866.953125,16855.9609375,16860.421875,16860.421875,0
16859.587890625,16864.984375,16843.52734375,16852.76953125,16852.76953125,26090496
16853.572265625,16860.01953125,16839.5546875,16839.5546875,16839.5546875,0
16840.1640625,16849.8984375,16827.787109375,16835.5859375,16835.5859375,18227200
16836.47265625,16867.462890625,16834.59765625,16860.90625,16860.90625,22098944
16861.90234375,16864.57421875,16836.587890625,16836.587890625,16836.587890625,0
16836.220703125,16837.205078125,16814.912109375,16837.205078125,16837.205078125,158912512
16837.6484375,16841.13671875,16831.0234375,16838.794921875,16838.794921875,0
16836.921875,16838.599609375,16809.076171875,16823.5703125,16823.5703125,125524992
16824.31640625,16824.31640625,16807.64453125,16814.693359375,16814.693359375,102779904
16814.36328125,16815.22265625,16792.8671875,16792.8671875,16792.8671875,55029760
16793.98828125,16801.12890625,16786.556640625,16798.263671875,16798.263671875,0
16796.880859375,16813.505859375,16796.078125,16808.94921875,16808.94921875,0
16808.51171875,16808.51171875,16772.90234375,16791.6953125,16791.6953125,0
16791.537109375,16797.580078125,16777.953125,16777.953125,16777.953125,2803712
16777.484375,16777.484375,16738.06640625,16747.888671875,16747.888671875,441678848
16748.21484375,16748.453125,16727.162109375,16738.40625,16738.40625,106707968
16738.21875,16792.8046875,16716.421875,16770.564453125,16770.564453125,704748544
16771.61328125,16777.560546875,16738.009765625,16752.998046875,16752.998046875,0
16753.16796875,16826.978515625,16753.16796875,16826.978515625,16826.978515625,166965248
16829.205078125,16834.458984375,16805.50390625,16827.76953125,16827.76953125,176025600
16826.65625,16831.8359375,16811.7578125,16817.125,16817.125,54559744
16815.35546875,16856.2890625,16815.35546875,16847.19921875,16847.19921875,76754944
16848.13671875,16945.052734375,16844.7109375,16936.654296875,16936.654296875,0
16937.26171875,16991.994140625,16911.65234375,16911.65234375,16911.65234375,613467136
16909.298828125,16937.75390625,16903.375,16924.189453125,16924.189453125,231863296
16924.6640625,16958.109375,16924.6640625,16958.04296875,16958.04296875,134370304
16957.19140625,16971.310546875,16950.267578125,16953.45703125,16953.45703125,0
16952.1171875,16966.263671875,16937.373046875,16966.263671875,16966.263671875,0
16967.375,16975.017578125,16947.537109375,16952.466796875,16952.466796875,0
16953.025390625,16957.388671875,16941.71875,16945.427734375,16945.427734375,0
16945.62109375,16955.416015625,16939.064453125,16951.7265625,16951.7265625,0
16951.20703125,16952.888671875,16941.666015625,16942.537109375,16942.537109375,0
16942.33984375,16944.591796875,16938.525390625,16938.525390625,16938.525390625,0
16938.037109375,16942.12890625,16929.478515625,16940.14453125,16940.14453125,0
16939.90234375,16950.287109375,16938.291015625,16949.208984375,16949.208984375,0
16948.93359375,16952.052734375,16932.02734375,16933.39453125,16933.39453125,0
16934.05859375,16937.205078125,16928.6953125,16936.97265625,16936.97265625,0
16937.373046875,16937.373046875,16918.591796875,16928.298828125,16928.298828125,0
16928.953125,16928.953125,16916.083984375,16924.556640625,16924.556640625,0
16924.05859375,16924.05859375,16914.19140625,16922.123046875,16922.123046875,0
16922.263671875,16936.40234375,16921.125,16929.830078125,16929.830078125,0
16928.935546875,16942.818359375,16916.763671875,16939.5625,16939.5625,0
16940.541015625,16946.4296875,16939.900390625,16944.93359375,16944.93359375,0
16944.77734375,16944.77734375,16923.494140625,16926.69921875,16926.69921875,0
16925.9765625,16937.0390625,16925.9765625,16936.33203125,16936.33203125,0
16936.548828125,16944.259765625,16935.404296875,16944.259765625,16944.259765625,0
16944.1484375,16947.669921875,16942.994140625,16947.669921875,16947.669921875,0
16947.837890625,16950.63671875,16943.80078125,16950.63671875,16950.63671875,0
16950.095703125,16951.65625,16942.93359375,16948.73828125,16948.73828125,0
16947.126953125,16947.126953125,16939.22265625,16944.046875,16944.046875,0
16943.806640625,16955.140625,16940.68359375,16955.140625,16955.140625,0
16954.146484375,16961.7890625,16924.05078125,16933.21875,16933.21875,44122624
16933.576171875,16942.978515625,16927.107421875,16939.9765625,16939.9765625,0
16939.50390625,16941.072265625,16927.873046875,16934.298828125,16934.298828125,0
16934.765625,16947.6015625,16932.787109375,16947.205078125,16947.205078125,1381376
16947.35546875,16948.6015625,16940.611328125,16940.611328125,16940.611328125,0
16940.529296875,16948.947265625,16938.88671875,16948.794921875,16948.794921875,0
16948.4140625,16948.625,16943.833984375,16947.01171875,16947.01171875,0
16947.53515625,16953.771484375,16947.263671875,16950.759765625,16950.759765625,31389696
16951.603515625,16955.640625,16948.0859375,16951.205078125,16951.205078125,0
16951.095703125,16967.3203125,16937.802734375,16942.111328125,16942.111328125,112012800
16942.48828125,16948.599609375,16939.623046875,16944.552734375,16944.552734375,0
16944.189453125,16945.265625,16939.716796875,16939.84765625,16939.84765625,0
16938.916015625,16938.916015625,16932.001953125,16933.037109375,16933.037109375,0
16932.896484375,16942.087890625,16928.17578125,16935.236328125,16935.236328125,0
16935.0703125,16959.818359375,16934.908203125,16959.05859375,16959.05859375,0
16958.736328125,16997.98046875,16947.107421875,16992.5,16992.5,275939840
16997.060546875,17006.091796875,16936.486328125,16948.513671875,16948.513671875,502208000
16947.171875,16955.580078125,16931.533203125,16932.734375,16932.734375,96665600
16932.791015625,16943.87109375,16929.04296875,16938.375,16938.375,57928704
16938.69140625,16945.888671875,16935.978515625,16944.166015625,16944.166015625,25639424
16943.443359375,16979.83984375,16938.51953125,16976.15234375,16976.15234375,266706944
16977.1796875,16982.953125,16959.546875,16962.466796875,16962.466796875,138096640
16961.4609375,16979.939453125,16957.416015625,16979.240234375,16979.240234375,54033408
16977.6875,17085.744140625,16974.58203125,17085.744140625,17085.744140625,826297344
